NOG	EC	# Members assigned to this EC	# EC assigned proteins	# NOG members
ENOG410Z9CP	2.1.1.-	1	1	56
ENOG410Z9GN	5.2.1.2	10	12	17
ENOG410Z9HF	1.9.3.1	3	3	9
ENOG410Z9IA	2.4.1.83	9	9	13
ENOG410Z9IW	6.3.2.19	20	20	62
ENOG410Z9T9	1.6.99.3	8	8	22
ENOG410Z9T9	1.6.5.3	8	8	22
ENOG410Z9W1	2.3.2.2	1	1	4
ENOG410Z9WE	1.1.-.-	1	1	3
ENOG410Z9Y5	2.7.1.71	2	2	3
ENOG410ZA3H	3.6.4.12	2	2	3
ENOG410ZA3P	3.4.25.1	1	1	2
ENOG410ZA46	4.1.1.3	1	1	2
ENOG410ZA6U	3.1.26.5	2	2	2
ENOG410ZA70	4.1.1.37	1	1	3
ENOG410ZA8P	1.6.5.3	1	1	3
ENOG410ZA90	2.4.1.217	22	22	27
ENOG410ZAGB	2.7.11.1	1	1	2
ENOG410ZAGU	4.2.1.92	12	12	44
ENOG410ZAPM	2.7.7.6	1	1	8
ENOG410ZB20	2.8.2.22	19	19	111
ENOG410ZB44	3.6.4.12	3	3	38
ENOG410ZB5I	2.1.1.-	1	1	36
ENOG410ZB6N	3.4.14.5	1	1	2
ENOG410ZBU3	2.4.1.109	2	2	201
ENOG410ZBUV	4.2.1.-	6	6	11
ENOG410ZBV5	3.1.1.29	1	1	2
ENOG410ZBWA	3.1.1.5	1	1	7
ENOG410ZBWA	3.1.2.-	1	1	7
ENOG410ZBYG	2.8.1.1	1	1	10
ENOG410ZC0K	1.11.1.12	2	2	3
ENOG410ZC2H	2.7.7.-	1	1	2
ENOG410ZC2R	6.3.2.19	106	106	218
ENOG410ZC3E	6.3.2.12	1	1	2
ENOG410ZC3E	6.3.2.17	1	1	2
ENOG410ZC6R	3.4.24.-	1	1	11
ENOG410ZC7C	3.6.1.43	11	11	24
ENOG410ZCM0	2.3.1.24	1	1	2
ENOG410ZCR5	2.7.11.1	9	9	125
ENOG410ZCV3	3.6.-.-	21	23	176
ENOG410ZCWX	2.7.3.-	4	5	22
ENOG410ZCZZ	3.1.22.-	1	1	6
ENOG410ZD0M	2.7.1.69	3	3	4
ENOG410ZD1K	4.2.1.-	1	1	2
ENOG410ZD31	3.5.1.28	1	1	3
ENOG410ZD5W	2.1.1.-	1	1	7
ENOG410ZD70	3.4.25.1	1	1	2
ENOG410ZD92	1.1.1.100	1	2	89
ENOG410ZD92	1.1.1.-	1	2	89
ENOG410ZDAP	2.7.3.-	1	1	19
ENOG410ZDGJ	3.1.26.5	61	61	122
ENOG410ZDJC	6.3.4.2	1	1	12
ENOG410ZDKU	1.14.18.1	1	1	49
ENOG410ZDN8	3.6.4.12	1	1	32
ENOG410ZDNF	3.1.26.5	15	15	16
ENOG410ZDRI	4.2.1.59	4	4	6
ENOG410ZDRP	3.5.4.4	3	3	40
ENOG410ZDT1	3.1.22.4	1	1	3
ENOG410ZDYI	3.4.22.48	4	4	9
ENOG410ZDZC	2.3.1.48	18	18	37
ENOG410ZE2F	3.5.1.28	2	2	5
ENOG410ZE4S	2.3.1.137	40	40	108
ENOG410ZE6Q	2.7.11.1	2	2	347
ENOG410ZE7M	2.5.1.32	1	1	2
ENOG410ZECG	3.6.3.14	1	1	7
ENOG410ZECV	3.4.22.68	1	1	4
ENOG410ZEHM	2.7.11.1	17	17	31
ENOG410ZEJ4	3.4.21.-	1	1	106
ENOG410ZEVM	3.7.1.12	2	2	2
ENOG410ZEX3	1.-.-.-	2	2	67
ENOG410ZF0V	2.7.7.7	3	3	4
ENOG410ZF36	4.6.1.1	3	3	22
ENOG410ZF7P	1.1.99.3	67	67	107
ENOG410ZF83	2.1.1.-	1	1	3
ENOG410ZF83	3.4.23.43	1	1	3
ENOG410ZF8M	3.1.1.1	1	1	2
ENOG410ZFB8	2.4.2.30	53	53	158
ENOG410ZFBJ	2.7.1.39	1	1	2
ENOG410ZFE9	3.6.3.14	16	16	26
ENOG410ZFF7	2.4.1.-	2	2	28
ENOG410ZFH8	3.4.21.88	1	1	2
ENOG410ZFKJ	3.1.2.15	43	43	66
ENOG410ZFMC	4.6.1.1	24	24	106
ENOG410ZFMH	1.-.-.-	1	1	2
ENOG410ZFMJ	3.4.-.-	1	1	3
ENOG410ZFPC	3.1.21.3	3	3	12
ENOG410ZFPY	3.1.4.12	37	69	185
ENOG410ZFQ8	1.-.-.-	42	42	67
ENOG410ZFRQ	3.1.3.48	1	1	2
ENOG410ZFTM	3.1.-.-	3	3	3
ENOG410ZFTV	4.1.1.4	2	2	2
ENOG410ZFVC	1.6.5.3	3	3	3
ENOG410ZFZK	3.1.1.4	7	7	28
ENOG410ZG0F	3.1.2.15	12	12	27
ENOG410ZG0S	3.5.1.89	1	1	8
ENOG410ZG5P	6.2.1.30	2	2	6
ENOG410ZG7D	2.7.9.2	2	2	4
ENOG410ZG9G	3.2.1.17	18	18	86
ENOG410ZGA4	4.1.2.25	8	8	9
ENOG410ZGA9	3.6.3.14	2	2	5
ENOG410ZGB6	2.3.1.128	1	1	92
ENOG410ZGC7	3.6.3.14	2	2	2
ENOG410ZGDB	1.1.1.34	1	1	2
ENOG410ZGE5	6.3.2.19	1	1	2
ENOG410ZGG6	3.5.1.24	1	1	2
ENOG410ZGHN	1.13.11.8	2	2	2
ENOG410ZGJ0	1.13.11.25	3	4	86
ENOG410ZGJ8	4.1.1.37	1	1	36
ENOG410ZGPX	6.5.1.1	4	4	6
ENOG410ZGTT	2.8.1.-	1	1	4
ENOG410ZGWM	3.1.11.6	2	2	5
ENOG410ZGXB	3.4.22.49	1	1	14
ENOG410ZGY8	2.7.11.1	1	1	2
ENOG410ZH1N	2.7.11.1	6	7	223
ENOG410ZH7X	3.6.3.-	1	1	2
ENOG410ZH9Y	2.7.10.2	65	65	209
ENOG410ZHHK	2.7.11.1	1	1	4
ENOG410ZHJC	4.1.3.27	1	1	6
ENOG410ZHM9	2.7.11.1	39	39	72
ENOG410ZHP8	1.2.1.70	3	3	4
ENOG410ZHPZ	6.3.2.19	2	2	5
ENOG410ZHQA	2.4.2.38	7	7	555
ENOG410ZHQF	1.14.17.3	1	1	40
ENOG410ZHQK	2.7.11.1	25	25	40
ENOG410ZHR6	6.3.5.4	1	1	3
ENOG410ZHRA	2.8.2.1	1	1	50
ENOG410ZHS7	3.2.1.-	1	1	15
ENOG410ZHS8	4.2.1.51	1	1	128
ENOG410ZHS8	4.2.1.91	1	1	128
ENOG410ZHSY	3.4.19.3	7	7	10
ENOG410ZHTK	3.4.21.-	1	1	13
ENOG410ZHUA	3.1.3.1	6	6	11
ENOG410ZHV9	3.2.1.-	1	1	2
ENOG410ZHVF	3.6.3.14	4	4	5
ENOG410ZHVV	3.1.21.2	1	1	39
ENOG410ZHXJ	3.1.3.16	1	1	10
ENOG410ZHZ9	5.3.2.-	1	1	5
ENOG410ZHZN	1.14.11.-	81	81	211
ENOG410ZI14	1.9.3.1	3	3	7
ENOG410ZI2I	3.1.6.13	1	1	5
ENOG410ZI31	6.3.-.-	1	2	35
ENOG410ZI31	6.3.2.2	1	2	35
ENOG410ZI3K	3.4.24.-	1	1	14
ENOG410ZI4M	3.1.11.6	6	6	8
ENOG410ZI52	2.7.-.-	1	1	3
ENOG410ZI61	3.1.21.4	2	2	17
ENOG410ZI66	3.4.23.43	3	3	3
ENOG410ZI69	1.2.7.3	2	2	3
ENOG410ZI8Q	3.1.-.-	4	4	6
ENOG410ZI9J	2.4.2.30	50	50	117
ENOG410ZIAX	3.1.3.-	1	1	2
ENOG410ZIB0	1.1.1.-	1	1	17
ENOG410ZIBE	3.6.3.14	2	2	4
ENOG410ZICY	4.1.1.3	3	3	3
ENOG410ZIEU	3.4.22.68	1	1	152
ENOG410ZIGW	3.1.3.48	3	3	8
ENOG410ZIH9	3.1.21.4	1	1	25
ENOG410ZIHS	3.1.11.6	2	2	3
ENOG410ZII5	2.1.1.64	1	1	4
ENOG410ZII5	2.1.1.222	1	1	4
ENOG410ZIIA	2.7.8.26	3	3	6
ENOG410ZIIZ	3.4.-.-	5	5	9
ENOG410ZIKK	3.4.23.43	3	3	7
ENOG410ZIM0	4.2.2.2	1	1	163
ENOG410ZIMC	2.1.1.-	4	4	6
ENOG410ZIMC	3.4.23.43	4	4	6
ENOG410ZIMD	3.6.3.14	9	9	10
ENOG410ZIMX	2.4.1.-	106	167	896
ENOG410ZIN0	3.4.21.-	1	1	4
ENOG410ZIPC	3.1.11.6	4	4	5
ENOG410ZIPK	2.8.1.6	13	13	23
ENOG410ZIPR	3.6.4.12	2	2	13
ENOG410ZIQU	1.6.99.3	10	10	16
ENOG410ZIQU	1.6.5.3	10	10	16
ENOG410ZIRE	1.2.1.2	3	3	3
ENOG410ZIRK	3.4.21.53	3	3	7
ENOG410ZIV8	2.7.7.7	1	1	3
ENOG410ZIVJ	6.3.2.19	1	1	35
ENOG410ZIW1	3.6.3.14	2	2	5
ENOG410ZIW3	3.4.23.43	1	1	2
ENOG410ZIW7	1.4.3.4	1	1	14
ENOG410ZIWU	2.3.1.128	1	1	13
ENOG410ZIYS	6.3.5.4	2	2	4
ENOG410ZIZY	2.7.11.1	3	3	15
ENOG410ZJ0G	4.99.1.1	24	24	41
ENOG410ZJ1M	6.3.2.19	18	18	52
ENOG410ZJ21	2.1.1.37	1	1	2
ENOG410ZJ5N	2.7.1.-	1	1	4
ENOG410ZJ6R	3.1.11.6	7	7	12
ENOG410ZJ86	4.1.1.3	3	3	3
ENOG410ZJ8M	3.5.3.19	1	1	2
ENOG410ZJ97	3.6.4.13	1	1	149
ENOG410ZJB1	4.1.3.39	5	5	5
ENOG410ZJB2	2.1.1.-	1	1	5
ENOG410ZJC9	1.3.3.4	3	3	5
ENOG410ZJCP	3.5.1.28	5	5	17
ENOG410ZJEB	2.3.1.164	2	2	56
ENOG410ZJED	1.14.11.27	1	1	20
ENOG410ZJEX	1.11.1.7	12	12	23
ENOG410ZJFF	2.4.2.-	73	73	115
ENOG410ZJGU	3.1.3.1	1	1	16
ENOG410ZJH3	5.3.1.5	7	7	8
ENOG410ZJID	2.7.13.-	1	1	2
ENOG410ZJM7	3.4.19.11	1	1	2
ENOG410ZJP5	2.7.1.39	5	5	6
ENOG410ZJPX	3.5.1.28	17	17	62
ENOG410ZJPZ	3.6.1.13	2	2	4
ENOG410ZJSH	2.7.1.48	2	2	2
ENOG410ZJUU	2.1.1.72	1	1	5
ENOG410ZJV3	2.4.1.-	1	1	8
ENOG410ZJV4	1.1.1.1	1	1	11
ENOG410ZJVQ	2.7.3.-	1	1	4
ENOG410ZJYD	2.7.11.17	1	1	6
ENOG410ZJYK	3.2.1.132	11	11	19
ENOG410ZJZ2	3.4.22.15	2	2	8
ENOG410ZK30	1.1.1.100	1	1	15
ENOG410ZK5F	3.4.21.10	1	1	5
ENOG410ZK6H	4.3.3.7	35	35	50
ENOG410ZK92	3.1.3.48	2	2	2
ENOG410ZKAW	3.1.1.74	1	1	11
ENOG410ZKAZ	3.4.23.43	3	3	3
ENOG410ZKBR	3.1.21.3	1	1	4
ENOG410ZKCM	1.14.13.1	2	2	39
ENOG410ZKDA	2.4.1.-	1	1	5
ENOG410ZKE9	2.3.1.20	1	1	2
ENOG410ZKF3	3.5.3.15	93	93	217
ENOG410ZKF4	3.2.1.3	1	1	42
ENOG410ZKF8	3.1.1.47	1	1	3
ENOG410ZKFY	4.6.1.13	84	84	181
ENOG410ZKG3	2.7.6.2	1	1	3
ENOG410ZKHJ	1.1.1.-	1	1	8
ENOG410ZKJX	5.1.3.-	2	2	3
ENOG410ZKKK	4.4.1.5	1	1	3
ENOG410ZKKP	3.6.1.28	3	3	20
ENOG410ZKKU	1.14.18.1	1	1	2
ENOG410ZKNC	3.1.3.16	1	1	13
ENOG410ZKNC	3.1.3.48	1	1	13
ENOG410ZKQH	1.1.1.100	3	5	85
ENOG410ZKQP	1.1.1.133	12	12	24
ENOG410ZKQQ	5.2.1.8	2	2	5
ENOG410ZKT4	2.4.2.31	4	4	24
ENOG410ZKTC	3.1.3.-	2	2	2
ENOG410ZKVV	3.4.21.-	1	1	4
ENOG410ZKWM	3.1.1.34	2	2	14
ENOG410ZKWT	1.-.-.-	1	2	20
ENOG410ZKWT	1.1.1.-	1	2	20
ENOG410ZKXU	6.3.2.19	1	1	3
ENOG410ZKY9	2.7.1.107	1	1	3
ENOG410ZKYD	2.4.2.30	1	1	3
ENOG410ZKYT	3.2.1.14	1	1	45
ENOG410ZKZF	2.7.1.15	1	1	39
ENOG410ZM1I	3.1.3.-	3	3	14
ENOG410ZM2S	2.1.1.-	1	1	3
ENOG410ZM2X	4.4.1.5	1	1	2
ENOG410ZM68	1.3.99.-	6	6	59
ENOG410ZM7K	5.4.2.1	3	3	3
ENOG410ZM8A	2.4.1.5	1	1	2
ENOG410ZM9E	2.7.1.71	5	5	5
ENOG410ZM9P	3.1.1.4	13	13	172
ENOG410ZM9P	3.1.1.5	13	13	172
ENOG410ZMC5	3.6.3.14	3	3	3
ENOG410ZMCR	3.1.4.37	6	6	9
ENOG410ZMDX	2.3.1.-	3	3	5
ENOG410ZME3	1.2.1.16	3	4	5
ENOG410ZMEC	3.1.-.-	1	1	2
ENOG410ZMEY	3.6.3.14	2	2	2
ENOG410ZMF3	1.1.1.100	4	7	110
ENOG410ZMFX	1.6.99.3	2	2	3
ENOG410ZMFX	1.6.5.3	2	2	3
ENOG410ZMG2	2.7.11.13	66	66	190
ENOG410ZMGK	3.6.3.14	2	2	2
ENOG410ZMHC	6.3.2.19	19	19	39
ENOG410ZMK2	4.2.1.75	3	3	6
ENOG410ZMKK	6.3.5.4	1	1	2
ENOG410ZMKR	4.2.3.-	6	6	7
ENOG410ZMN7	3.4.-.-	111	111	269
ENOG410ZMNG	6.3.2.19	55	55	227
ENOG410ZMP5	2.7.13.-	1	1	3
ENOG410ZMPJ	2.7.11.1	4	4	13
ENOG410ZMQ5	3.2.-.-	1	1	6
ENOG410ZMQ6	1.1.1.53	9	9	12
ENOG410ZMQG	3.6.1.15	2	2	2
ENOG410ZMQH	4.3.3.7	2	2	2
ENOG410ZMQN	3.2.1.8	1	1	5
ENOG410ZMQY	3.1.-.-	1	1	2
ENOG410ZMR9	3.4.22.-	28	28	49
ENOG410ZMRB	3.1.4.46	1	1	5
ENOG410ZMSB	6.3.2.19	1	1	2
ENOG410ZMSW	3.6.4.-	2	2	2
ENOG410ZMT4	1.11.1.7	15	15	53
ENOG410ZMUC	6.3.2.19	1	1	60
ENOG410ZMY8	3.6.1.-	1	1	2
ENOG410ZMZ4	3.4.19.3	2	2	4
ENOG410ZMZ5	2.4.1.-	1	1	20
ENOG410ZN2K	1.2.99.5	57	57	64
ENOG410ZN3C	2.7.10.1	1	1	725
ENOG410ZN3V	2.4.1.12	1	1	30
ENOG410ZN4B	2.1.1.43	1	1	2
ENOG410ZN4M	6.3.2.19	1	1	2
ENOG410ZN4V	1.1.1.133	2	2	2
ENOG410ZN5C	3.6.1.-	3	3	4
ENOG410ZN7N	3.1.22.-	1	1	2
ENOG410ZN7Z	2.7.7.66	2	2	2
ENOG410ZNB8	1.3.3.4	1	1	4
ENOG410ZNC0	3.1.1.23	1	1	431
ENOG410ZNC6	1.1.1.28	2	3	13
ENOG410ZNC9	6.3.2.19	2	2	3
ENOG410ZNCV	3.1.3.18	1	1	5
ENOG410ZNE4	2.7.13.3	1	1	4
ENOG410ZNHF	3.6.3.14	2	2	3
ENOG410ZNI5	2.4.-.-	1	1	2
ENOG410ZNJK	1.8.5.2	2	2	2
ENOG410ZNK7	2.7.11.1	5	5	43
ENOG410ZNK7	2.7.10.1	5	5	43
ENOG410ZNNY	2.7.1.69	2	2	9
ENOG410ZNQB	2.5.1.16	1	1	38
ENOG410ZNRQ	5.1.3.17	2	2	3
ENOG410ZNUP	3.1.-.-	1	1	2
ENOG410ZNUX	2.8.2.33	2	2	2
ENOG410ZNZ2	2.7.3.-	2	2	7
ENOG410ZNZH	2.7.11.1	1	1	3
ENOG410ZNZH	3.1.26.-	1	1	3
ENOG410ZP1Q	1.3.99.-	3	5	53
ENOG410ZP4J	2.7.1.39	1	1	2
ENOG410ZP52	3.4.23.-	80	80	270
ENOG410ZP59	3.6.3.14	7	7	8
ENOG410ZP6E	3.6.3.14	1	1	2
ENOG410ZP73	2.4.2.30	41	41	83
ENOG410ZP81	1.21.4.1	4	4	25
ENOG410ZP9M	1.14.18.1	2	2	43
ENOG410ZPAJ	3.2.1.96	1	1	44
ENOG410ZPE4	3.6.4.12	1	1	3
ENOG410ZPF1	1.-.-.-	1	1	14
ENOG410ZPGS	2.7.1.107	1	1	2
ENOG410ZPH7	6.3.2.19	1	1	6
ENOG410ZPKA	2.5.1.3	2	2	2
ENOG410ZPQA	3.4.24.-	1	1	2
ENOG410ZPQQ	3.1.3.2	1	1	2
ENOG410ZPRA	3.1.26.5	2	2	2
ENOG410ZPSD	3.4.24.-	1	1	2
ENOG410ZPUP	2.3.1.-	1	1	3
ENOG410ZPVY	2.7.1.69	1	1	3
ENOG410ZPW0	2.7.11.1	1	1	2
ENOG410ZPWJ	3.4.23.43	2	2	2
ENOG410ZPWW	1.14.-.-	3	3	5
ENOG410ZPYB	2.1.1.-	1	1	2
ENOG410ZPYB	3.4.23.43	1	1	2
ENOG410ZPYE	1.3.3.4	6	6	9
ENOG410ZQ1A	1.-.-.-	2	2	20
ENOG410ZQ21	2.3.1.-	1	1	5
ENOG410ZQ24	3.1.4.12	12	18	78
ENOG410ZQ3H	3.5.3.19	1	1	36
ENOG410ZQ43	2.7.7.-	1	1	15
ENOG410ZQ74	2.7.7.68	3	3	3
ENOG410ZQ7D	1.14.99.1	24	24	90
ENOG410ZQ8N	2.5.1.-	2	2	3
ENOG410ZQ8P	1.6.99.3	3	3	10
ENOG410ZQ8P	1.6.5.3	3	3	10
ENOG410ZQ9H	1.3.1.98	1	1	197
ENOG410ZQ9I	3.4.21.88	1	1	4
ENOG410ZQ9N	3.1.4.46	3	3	3
ENOG410ZQBW	3.6.1.-	1	1	14
ENOG410ZQD8	2.7.11.8	14	14	41
ENOG410ZQE2	2.1.1.107	2	2	2
ENOG410ZQHK	3.1.22.-	9	9	26
ENOG410ZQJ8	3.1.3.5	79	79	211
ENOG410ZQJZ	2.1.1.43	6	6	16
ENOG410ZQK3	2.5.1.18	1	1	2
ENOG410ZQK6	2.4.1.22	11	11	33
ENOG410ZQPN	3.4.24.-	22	22	48
ENOG410ZQRI	1.14.14.-	1	1	13
ENOG410ZQSK	3.4.-.-	1	1	16
ENOG410ZQXE	1.14.18.1	2	2	11
ENOG410ZQZM	3.7.1.-	6	6	28
ENOG410ZR1P	2.1.1.-	2	2	2
ENOG410ZR1P	3.4.23.43	2	2	2
ENOG410ZR2G	1.2.1.2	2	2	2
ENOG410ZR3A	2.1.2.10	2	2	3
ENOG410ZR57	5.3.3.10	2	2	4
ENOG410ZR5A	2.1.1.-	2	2	147
ENOG410ZR8A	2.7.7.7	3	3	4
ENOG410ZR9A	3.1.21.-	22	24	71
ENOG410ZRAF	3.1.3.-	1	1	3
ENOG410ZRBY	3.6.3.14	1	1	3
ENOG410ZRED	2.7.3.-	1	1	2
ENOG410ZRFF	2.1.1.225	3	3	10
ENOG410ZRIA	6.5.1.1	3	3	21
ENOG410ZRIG	3.8.1.5	1	1	20
ENOG410ZRMN	2.1.1.-	1	1	128
ENOG410ZRPD	6.2.1.-	1	1	3
ENOG410ZRQ7	3.4.21.-	28	28	107
ENOG410ZRQB	3.6.3.14	3	3	10
ENOG410ZRRW	4.2.1.44	4	4	4
ENOG410ZRT9	3.6.3.14	2	2	2
ENOG410ZRXR	2.3.1.12	1	1	26
ENOG410ZRZD	2.1.1.-	1	1	2
ENOG410ZRZD	3.4.23.43	1	1	2
ENOG410ZS0F	2.7.3.-	1	1	12
ENOG410ZS4B	1.2.1.2	1	1	2
ENOG410ZS5W	3.4.21.-	2	2	2
ENOG410ZS5W	3.4.16.4	2	2	2
ENOG410ZS6S	2.7.13.3	1	1	7
ENOG410ZS8D	6.1.1.26	7	12	13
ENOG410ZSA7	1.14.13.2	11	11	13
ENOG410ZSAA	3.6.3.17	1	1	5
ENOG410ZSCF	4.2.1.59	1	1	3
ENOG410ZSH9	2.7.11.1	16	16	23
ENOG410ZSIZ	3.4.-.-	1	1	2
ENOG410ZSNM	5.3.2.-	2	2	2
ENOG410ZSNZ	2.4.1.227	6	6	11
ENOG410ZSRT	3.1.-.-	1	1	2
ENOG410ZSSV	3.4.24.-	1	1	3
ENOG410ZSV3	2.7.1.15	8	8	14
ENOG410ZSW3	2.3.1.-	1	1	2
ENOG410ZSX6	6.3.2.19	6	6	9
ENOG410ZSZ3	3.4.23.43	2	2	2
ENOG410ZT0U	3.6.4.12	1	1	3
ENOG410ZT5D	6.3.5.7	4	4	4
ENOG410ZT5D	6.3.5.6	4	4	4
ENOG410ZT5Z	2.3.1.9	2	2	2
ENOG410ZT6E	2.3.1.164	2	2	5
ENOG410ZT6R	1.14.99.1	8	8	15
ENOG410ZT6Y	3.1.4.45	24	24	65
ENOG410ZT8G	2.3.1.48	7	7	15
ENOG410ZTAQ	3.6.3.14	4	4	4
ENOG410ZTB7	3.6.3.14	1	1	7
ENOG410ZTEH	3.2.2.-	22	22	52
ENOG410ZTEH	4.2.99.18	22	22	52
ENOG410ZTFC	6.3.2.19	55	55	112
ENOG410ZTFH	3.1.3.8	8	8	13
ENOG410ZTI1	2.4.1.43	12	12	27
ENOG410ZTI8	1.13.11.55	8	8	10
ENOG410ZTNZ	5.4.99.5	1	1	2
ENOG410ZTQC	2.7.3.-	1	1	9
ENOG410ZTQF	2.1.1.-	2	2	3
ENOG410ZTQF	3.4.23.43	2	2	3
ENOG410ZTRI	1.14.13.-	1	1	2
ENOG410ZTRP	3.1.21.3	1	1	2
ENOG410ZTW4	3.1.1.-	1	1	2
ENOG410ZTW8	6.3.2.19	1	1	10
ENOG410ZTWW	2.7.1.71	1	1	3
ENOG410ZTZN	3.13.1.3	2	2	32
ENOG410ZU0Y	5.3.1.23	1	1	8
ENOG410ZU1D	2.1.1.8	26	26	84
ENOG410ZU31	2.-.-.-	1	1	3
ENOG410ZU3I	2.7.11.1	1	1	2
ENOG410ZU4H	2.7.7.23	7	7	10
ENOG410ZU53	2.4.1.83	1	1	10
ENOG410ZU57	6.3.2.19	1	1	5
ENOG410ZU62	1.3.3.4	4	4	8
ENOG410ZU7J	2.7.8.-	2	2	3
ENOG410ZU88	3.2.1.14	5	5	12
ENOG410ZU8P	5.1.99.1	1	1	61
ENOG410ZU8Y	2.7.1.108	2	2	12
ENOG410ZU97	3.1.26.5	1	1	2
ENOG410ZU9M	1.9.3.1	2	2	2
ENOG410ZUD9	3.6.4.12	1	2	2
ENOG410ZUD9	3.6.4.-	1	2	2
ENOG410ZUF3	4.2.1.96	2	2	2
ENOG410ZUGX	3.4.21.-	1	1	2
ENOG410ZUIF	2.4.1.144	1	1	5
ENOG410ZUJJ	2.7.1.107	2	2	4
ENOG410ZUJX	4.2.99.21	1	1	2
ENOG410ZUK7	2.4.1.-	1	1	2
ENOG410ZUMD	2.7.11.1	1	1	200
ENOG410ZUN2	3.1.1.4	1	1	2
ENOG410ZUP0	3.1.31.1	3	3	5
ENOG410ZUPI	1.6.5.3	1	1	2
ENOG410ZUQ1	1.1.1.-	1	1	61
ENOG410ZUQH	3.6.3.14	88	88	163
ENOG410ZUQP	2.8.2.-	2	2	5
ENOG410ZURA	3.1.1.-	1	1	2
ENOG410ZURP	1.14.11.-	1	1	2
ENOG410ZUT0	6.3.2.19	1	1	2
ENOG410ZUXC	3.1.21.2	1	1	2
ENOG410ZUYF	2.3.1.128	1	1	2
ENOG410ZUZZ	3.1.13.-	1	1	2
ENOG410ZV2U	1.9.3.1	1	1	3
ENOG410ZV37	4.3.1.17	1	1	5
ENOG410ZV58	2.7.13.3	1	1	2
ENOG410ZV7V	3.1.26.5	2	2	2
ENOG410ZV80	2.7.7.7	2	2	3
ENOG410ZV8S	2.7.8.-	1	1	2
ENOG410ZV9H	6.3.2.19	1	1	2
ENOG410ZVA5	6.3.5.7	2	2	2
ENOG410ZVA5	6.3.5.6	2	2	2
ENOG410ZVAD	2.7.11.18	2	2	21
ENOG410ZVAJ	3.6.3.1	4	4	7
ENOG410ZVBQ	3.1.3.2	197	197	668
ENOG410ZVCS	2.7.11.1	8	8	11
ENOG410ZVD2	3.2.1.52	3	3	35
ENOG410ZVDD	2.3.1.164	4	4	7
ENOG410ZVDZ	2.1.1.-	1	1	20
ENOG410ZVE7	3.-.-.-	1	1	6
ENOG410ZVEF	3.2.1.55	1	1	9
ENOG410ZVEQ	2.3.1.164	13	13	38
ENOG410ZVET	2.4.1.-	2	3	98
ENOG410ZVEV	3.1.3.1	2	2	58
ENOG410ZVEX	4.2.1.107	3	4	25
ENOG410ZVEX	1.1.1.35	3	4	25
ENOG410ZVEY	3.1.21.5	1	1	32
ENOG410ZVF4	3.2.1.-	1	1	98
ENOG410ZVFC	1.4.99.1	20	20	32
ENOG410ZVFH	1.-.-.-	1	1	26
ENOG410ZVFI	6.2.1.19	1	1	43
ENOG410ZVFQ	3.2.1.-	1	1	18
ENOG410ZVFV	3.5.1.110	1	1	49
ENOG410ZVGJ	3.2.1.-	2	2	6
ENOG410ZVGP	3.1.11.5	1	1	54
ENOG410ZVGT	2.1.1.79	1	1	34
ENOG410ZVGX	2.3.1.164	1	1	19
ENOG410ZVH1	2.1.1.197	2	2	29
ENOG410ZVH3	6.3.2.-	1	1	71
ENOG410ZVH8	3.8.1.5	9	9	11
ENOG410ZVHB	3.8.1.5	24	24	61
ENOG410ZVHP	1.14.11.-	1	1	31
ENOG410ZVHU	3.4.11.5	14	14	31
ENOG410ZVHX	4.2.2.3	1	1	49
ENOG410ZVI3	2.1.1.-	1	1	39
ENOG410ZVIC	3.4.11.5	25	25	45
ENOG410ZVIP	2.4.1.-	1	1	82
ENOG410ZVIW	1.-.-.-	1	1	43
ENOG410ZVIX	5.3.1.12	2	2	2
ENOG410ZVJ1	3.1.21.4	3	3	32
ENOG410ZVJ7	5.5.1.19	24	24	37
ENOG410ZVJD	3.1.1.81	1	1	51
ENOG410ZVJG	2.4.1.-	1	1	38
ENOG410ZVJH	3.2.1.23	1	1	38
ENOG410ZVJM	1.1.1.219	4	4	92
ENOG410ZVK0	1.14.99.1	1	1	18
ENOG410ZVK4	2.7.7.7	5	5	9
ENOG410ZVMC	2.7.4.9	1	1	2
ENOG410ZVME	2.4.-.-	4	8	297
ENOG410ZVME	2.4.1.-	4	8	297
ENOG410ZVN0	6.3.2.19	3	3	7
ENOG410ZVNJ	2.1.-.-	47	47	81
ENOG410ZVNR	1.-.-.-	5	5	10
ENOG410ZVPG	3.2.1.40	1	1	20
ENOG410ZVPM	4.2.1.51	1	1	11
ENOG410ZVPM	4.2.1.91	1	1	11
ENOG410ZVQ0	3.8.1.3	14	14	19
ENOG410ZVQ5	3.1.21.5	1	1	7
ENOG410ZVQB	1.3.99.-	1	1	5
ENOG410ZVQX	1.3.8.7	4	4	11
ENOG410ZVQZ	2.1.1.163	1	2	37
ENOG410ZVQZ	2.1.1.201	1	2	37
ENOG410ZVQZ	1.1.1.169	1	2	37
ENOG410ZVRC	3.2.1.26	2	2	12
ENOG410ZVRD	3.2.1.55	1	1	28
ENOG410ZVRH	1.4.3.19	3	3	60
ENOG410ZVRX	6.3.2.19	3	3	9
ENOG410ZVSI	3.4.14.11	1	1	12
ENOG410ZVSV	3.2.1.123	3	3	65
ENOG410ZVT3	1.4.99.1	20	20	21
ENOG410ZVTA	3.1.21.4	3	3	11
ENOG410ZVTM	4.6.1.-	4	4	97
ENOG410ZVTW	2.1.1.-	1	1	7
